Name,Drink_Name,Rating
Taylor Swift,Negative Doomed Dirt,0
Taylor Swift,Pit Shandy,4
Taylor Swift,Southern Club,3
Taylor Swift,Special Joy,2
Taylor Swift,Vanilla Bow,5
Taylor Swift,Amazing Sapphire Rain,0
Taylor Swift,Amazing Vanilla Walnut,1
Taylor Swift,Ancient Mead Potion,2
Taylor Swift,Angry Brew,3
Taylor Swift,Architect's Book,5
Taylor Swift,Demonic Ecstatic Brew,3
Taylor Swift,Dirt Element,5
Taylor Swift,Hateful Twister,3
Taylor Swift,Island Shaman,5
Taylor Swift,Kiwi Halbierd,2
Taylor Swift,Moonrise Flute,5
Taylor Swift,Peanut Hazelnut Cocktail,4
Taylor Swift,Plum Dread,2
Taylor Swift,Prince's Honor,1
Taylor Swift,Random Spring Scribe,2
Taylor Swift,Redemption Tea,1
Taylor Swift,Spinning Law,1
Taylor Swift,Tasty Dagger,0
Taylor Swift,Vanilla Tart Sword,0
Taylor Swift,Angel's Voice,3
Taylor Swift,Angelic Ochre Rogue,3
Taylor Swift,Blessed Compassionate Thunder,0
Taylor Swift,Blessed Sour Shake,0
Taylor Swift,Deep Club,4
Taylor Swift,Disgusting Squirt,4
Taylor Swift,Doomed Martini,2
Taylor Swift,Exorcist's Autumn,2
Taylor Swift,Foul Dreamer's Fear,5
Taylor Swift,Holy Forest Politician,4
Taylor Swift,Holy Thunder Armageddon,0
Taylor Swift,Holy Tundra Cordial,3
Taylor Swift,Infamous Chocolate Greatness,1
Taylor Swift,Infamous War Law,3
Taylor Swift,Island Harlot,3
Taylor Swift,Legendary Letcherous Blast,0
Taylor Swift,Low Arctic Abyss,2
Taylor Swift,Modest Diamond Armorer,4
Taylor Swift,Obvious Insane Scream,4
Taylor Swift,Peach Elixir,1
Taylor Swift,Peppermint Insanity,4
Taylor Swift,Absolute Cultivated Grave robber,5
Taylor Swift,Amazing Annihilation Creation,3
Taylor Swift,Amazing Far Queen,2
Taylor Swift,Amazing Jade Strength,0
Taylor Swift,Ancient Herbologist's Lunacy,5
Taylor Swift,Berry Shandy,4
Taylor Swift,Blessed Fat Rogue,4
Taylor Swift,Coconut Chocolate Slap,0
Taylor Swift,Deathly Cocoa,3
Taylor Swift,Godlike Bodyguard's Moonrise,1
Taylor Swift,Grape Peanut Autumn,1
Taylor Swift,Holy Garnet Pit,5
Taylor Swift,Insane Cognac Twister,0
Taylor Swift,Jade Rain,3
Taylor Swift,Letcherous Altar,2
Taylor Swift,Low Rotten War,2
Taylor Swift,Mint Grape Destiny,0
Taylor Swift,Raspberry Flute,1
Taylor Swift,Thin Assassin,1
Taylor Swift,Wonderful War Greatness,4
Taylor Swift,Absolute Milk Tea,5
Taylor Swift,Ancient Bloody Fortune-teller,5
Taylor Swift,Blessed Decadent Tea,5
Taylor Swift,Fatal Lemon Gate,0
Taylor Swift,Fatal Liquour Cocoa,0
Taylor Swift,Final Chocolate Trousers,5
Taylor Swift,Foul Codex,3
Taylor Swift,Godlike Joy Martini,5
Taylor Swift,Hazelnut Imagining,2
Taylor Swift,Insane Beastmaster,2
Taylor Swift,Island Smuggler,1
Taylor Swift,Kingdom Punch,1
Taylor Swift,Liquour Float,5
Taylor Swift,Nectarine Brew,0
Taylor Swift,Peppermint Apple Margarita,1
Taylor Swift,Positive Carmel Smut,4
Taylor Swift,Sour Lightning,1
Taylor Swift,Thief's Chaos,1
Taylor Swift,Ultimate Crazy Margarita,1
Taylor Swift,Wonderful Twisting Ecstacy,4
Taylor Swift,Absolute Mystic Lantern,3
Taylor Swift,Beer Tea,3
Taylor Swift,Broad Berry,4
Taylor Swift,Cartographer's Sunset,4
Taylor Swift,Devilish Lemon Voice,1
Taylor Swift,Final Clever Shake,1
Taylor Swift,Final Courageous Orange,4
Taylor Swift,Furious Martini,1
Taylor Swift,Harlot's Planet,3
Taylor Swift,Honorable Spring,2
Taylor Swift,Indefinite Sailor's Blast,3
Taylor Swift,Infamous Barbarian's Light,3
Taylor Swift,Infinite Sunrise Creation,0
Taylor Swift,Lime Mint Elixir,2
Taylor Swift,Low Peppermint Voice,3
Taylor Swift,Low Raging Decadent,3
Taylor Swift,Obvious Deep Conjurer,1
Taylor Swift,Spring Bodyguard,4
Taylor Swift,Storm Brew,0
Taylor Swift,Tea Peanut Cocoa,1
Taylor Swift,Absolute Alabaster Nectarine,4
Taylor Swift,Almond Sword,0
Taylor Swift,Blessed Arctic Slice,5
Taylor Swift,Buster Lightning,2
Taylor Swift,Elemental Mystic Grave robber,5
Taylor Swift,Foul Sour Breath,3
Taylor Swift,Godlike Draught,5
Taylor Swift,Infamous Modest Seer,4
Taylor Swift,Lime Peach Breaker,4
Taylor Swift,Melon Strength,4
Taylor Swift,Peach Plum Blend,1
Taylor Swift,Positive Brown Plot,4
Taylor Swift,Positive Lunacy Shandy,0
Taylor Swift,Random Bandit's Creation,2
Taylor Swift,Random Liquer Margarita,1
Taylor Swift,Regal Smuggler,2
Taylor Swift,Slice Creation,3
Taylor Swift,Vanilla Armageddon,2
Taylor Swift,Walnut Tea Coral,2
Taylor Swift,Winter Cocktail,4
Jane Doe,Blueberry Vanilla Raspberry,2
Jane Doe,Champion's Hack,3
Jane Doe,Compassionate Rain,4
Jane Doe,Devilish Brandy Margarita,4
Jane Doe,Drunken Blend,0
Jane Doe,Drunken Gladness,3
Jane Doe,Fall Musician,0
Jane Doe,High Storm,1
Jane Doe,Holy Sadness Tea,0
Jane Doe,Infinite Witty Mix,0
Jane Doe,Legendary Coconut Peanut,0
Jane Doe,Legendary Ochre Bow,0
Jane Doe,Lemon Twister,3
Jane Doe,Modest Sexual Priest,0
Jane Doe,Philosopher's Halbierd,5
Jane Doe,Positive Gigolo's Creation,1
Jane Doe,Raging Dancer,4
Jane Doe,Raspberry Brew,0
Jane Doe,Vanilla Tart Autumn,2
Jane Doe,Vengeance Shake,5
Jane Doe,Apple Smut,1
Jane Doe,Astounding Magical Passion,5
Jane Doe,Astounding Whore's Ecstacy,3
Jane Doe,Blessed Sweet Jape,3
Jane Doe,Dutchy Cocktail,1
Jane Doe,Evil Plum,0
Jane Doe,Fatal Ruby Plan,2
Jane Doe,Final Desert Outlaw,3
Jane Doe,Foul Storm,0
Jane Doe,Imaginary Thinker,2
Jane Doe,Infinite Red Herbologist,2
Jane Doe,Island Rocky,5
Jane Doe,Marine's Scream,5
Jane Doe,Orange Lantern,4
Jane Doe,Plum Blend,3
Jane Doe,Purple Mansion,1
Jane Doe,Random Thief's Spring,0
Jane Doe,Sexual Shake,0
Jane Doe,Tart Dutchy,0
Jane Doe,Trader's Kingdom,4
Jane Doe,Banana Lemon Shot,1
Jane Doe,Bartender's Autumn,1
Jane Doe,Coconut Lime Past,1
Jane Doe,Devilish Insane Snare,2
Jane Doe,Devilish Murder Order,3
Jane Doe,Elemental Passionate Moonset,4
Jane Doe,Final Strength Cocktail,3
Jane Doe,Foul Twisted Candle,2
Jane Doe,Godlike Chocolate Moonset,1
Jane Doe,Godlike Cut Wonder,0
Jane Doe,Hazelnut Carmel Blend,1
Jane Doe,Infamous Modest Shot,1
Jane Doe,Infinite Coral Trap,0
Jane Doe,Insane Dire Knight,3
Jane Doe,Insane Hack Spring,1
Jane Doe,Legendary Tea Shandy,4
Jane Doe,Nectarine Codex,1
Jane Doe,Positive Bodyguard's Castle,5
Jane Doe,Rotten Fall,1
Jane Doe,Thin Wand,0
Jane Doe,Amazing Desert Shandy,5
Jane Doe,Angelic Deep Anvil,2
Jane Doe,Cocoa Lemon Cocktail,3
Jane Doe,Demonic Fortune-teller's Oblivion,1
Jane Doe,Dishonorable Mix,4
Jane Doe,Far Sailor,3
Jane Doe,Furious Far,5
Jane Doe,Furious Tea,2
Jane Doe,Hazelnut Grape Stab,5
Jane Doe,High Plum Trap,2
Jane Doe,Indefinite King's Whip,2
Jane Doe,Indefinite Ocean Mercenary,3
Jane Doe,Infinite River Past,5
Jane Doe,Magic Bow,1
Jane Doe,Mental Northern,4
Jane Doe,Negative Doomed Dirt,1
Jane Doe,Pit Shandy,2
Jane Doe,Southern Club,3
Jane Doe,Special Joy,2
Jane Doe,Vanilla Bow,4
Jane Doe,Amazing Sapphire Rain,2
Jane Doe,Amazing Vanilla Walnut,2
Jane Doe,Ancient Mead Potion,3
Jane Doe,Angry Brew,3
Jane Doe,Architect's Book,4
Jane Doe,Demonic Ecstatic Brew,0
Jane Doe,Dirt Element,1
Jane Doe,Hateful Twister,0
Jane Doe,Island Shaman,3
Jane Doe,Kiwi Halbierd,4
Jane Doe,Moonrise Flute,3
Jane Doe,Peanut Hazelnut Cocktail,1
Jane Doe,Plum Dread,4
Jane Doe,Prince's Honor,1
Jane Doe,Random Spring Scribe,0
Jane Doe,Redemption Tea,0
Jane Doe,Spinning Law,5
Jane Doe,Tasty Dagger,3
Jane Doe,Vanilla Tart Sword,2
Jane Doe,Angel's Voice,4
Jane Doe,Angelic Ochre Rogue,0
Jane Doe,Blessed Compassionate Thunder,5
Jane Doe,Blessed Sour Shake,4
Jane Doe,Deep Club,4
Jane Doe,Disgusting Squirt,1
Jane Doe,Doomed Martini,5
Jane Doe,Exorcist's Autumn,3
Jane Doe,Foul Dreamer's Fear,2
Jane Doe,Holy Forest Politician,1
Jane Doe,Holy Thunder Armageddon,5
Jane Doe,Holy Tundra Cordial,2
Jane Doe,Infamous Chocolate Greatness,5
Jane Doe,Infamous War Law,3
Jane Doe,Island Harlot,5
Jane Doe,Legendary Letcherous Blast,4
Jane Doe,Low Arctic Abyss,5
Jane Doe,Modest Diamond Armorer,1
Jane Doe,Obvious Insane Scream,1
Jane Doe,Peach Elixir,5
Jane Doe,Peppermint Insanity,0
Jane Doe,Absolute Cultivated Grave robber,4
Jane Doe,Amazing Annihilation Creation,5
Jane Doe,Amazing Far Queen,5
Jane Doe,Amazing Jade Strength,5
Jane Doe,Ancient Herbologist's Lunacy,4
Jane Doe,Berry Shandy,0
Jane Doe,Blessed Fat Rogue,5
Jane Doe,Coconut Chocolate Slap,5
Jane Doe,Deathly Cocoa,1
Jane Doe,Godlike Bodyguard's Moonrise,0
Jane Doe,Grape Peanut Autumn,3
Jane Doe,Holy Garnet Pit,2
Jane Doe,Insane Cognac Twister,4
Jane Doe,Jade Rain,4
Jane Doe,Letcherous Altar,5
Jane Doe,Low Rotten War,2
Jane Doe,Mint Grape Destiny,5
Jane Doe,Raspberry Flute,5
Jane Doe,Thin Assassin,3
Jane Doe,Wonderful War Greatness,5
Jane Doe,Absolute Milk Tea,5
Jane Doe,Ancient Bloody Fortune-teller,5
Jane Doe,Blessed Decadent Tea,3
Jane Doe,Fatal Lemon Gate,5
Jane Doe,Fatal Liquour Cocoa,2
Jane Doe,Final Chocolate Trousers,3
Jane Doe,Foul Codex,1
Jane Doe,Godlike Joy Martini,1
Jane Doe,Hazelnut Imagining,1
Jane Doe,Insane Beastmaster,1
Jane Doe,Island Smuggler,0
Jane Doe,Kingdom Punch,3
Jane Doe,Liquour Float,1
Jane Doe,Nectarine Brew,5
Jane Doe,Peppermint Apple Margarita,2
Jane Doe,Positive Carmel Smut,5
Jane Doe,Sour Lightning,4
Jane Doe,Thief's Chaos,2
Jane Doe,Ultimate Crazy Margarita,0
Jane Doe,Wonderful Twisting Ecstacy,1
Jane Doe,Absolute Mystic Lantern,2
Jane Doe,Beer Tea,2
Jane Doe,Broad Berry,3
Jane Doe,Cartographer's Sunset,4
Jane Doe,Devilish Lemon Voice,2
Jane Doe,Final Clever Shake,3
Jane Doe,Final Courageous Orange,1
Jane Doe,Furious Martini,4
Jane Doe,Harlot's Planet,4
Jane Doe,Honorable Spring,2
Jane Doe,Indefinite Sailor's Blast,2
Jane Doe,Infamous Barbarian's Light,0
Jane Doe,Infinite Sunrise Creation,3
Jane Doe,Lime Mint Elixir,5
Jane Doe,Low Peppermint Voice,3
Jane Doe,Low Raging Decadent,0
Jane Doe,Obvious Deep Conjurer,4
Jane Doe,Spring Bodyguard,1
Jane Doe,Storm Brew,4
Jane Doe,Tea Peanut Cocoa,2
Jane Doe,Absolute Alabaster Nectarine,5
Jane Doe,Almond Sword,5
Jane Doe,Blessed Arctic Slice,2
Jane Doe,Buster Lightning,4
Jane Doe,Elemental Mystic Grave robber,5
Jane Doe,Foul Sour Breath,1
Jane Doe,Godlike Draught,3
Jane Doe,Infamous Modest Seer,0
Jane Doe,Lime Peach Breaker,5
Jane Doe,Melon Strength,1
Jane Doe,Peach Plum Blend,0
Jane Doe,Positive Brown Plot,2
Jane Doe,Positive Lunacy Shandy,2
Jane Doe,Random Bandit's Creation,5
Jane Doe,Random Liquer Margarita,4
Jane Doe,Regal Smuggler,4
Jane Doe,Slice Creation,4
Jane Doe,Vanilla Armageddon,3
Jane Doe,Walnut Tea Coral,0
Jane Doe,Winter Cocktail,0
John Doe,Blueberry Vanilla Raspberry,2
John Doe,Champion's Hack,3
John Doe,Compassionate Rain,4
John Doe,Devilish Brandy Margarita,1
John Doe,Drunken Blend,1
John Doe,Drunken Gladness,3
John Doe,Fall Musician,3
John Doe,High Storm,5
John Doe,Holy Sadness Tea,2
John Doe,Infinite Witty Mix,4
John Doe,Legendary Coconut Peanut,0
John Doe,Legendary Ochre Bow,0
John Doe,Lemon Twister,3
John Doe,Modest Sexual Priest,5
John Doe,Philosopher's Halbierd,3
John Doe,Positive Gigolo's Creation,1
John Doe,Raging Dancer,3
John Doe,Raspberry Brew,5
John Doe,Vanilla Tart Autumn,1
John Doe,Vengeance Shake,3
John Doe,Apple Smut,5
John Doe,Astounding Magical Passion,2
John Doe,Astounding Whore's Ecstacy,1
John Doe,Blessed Sweet Jape,2
John Doe,Dutchy Cocktail,5
John Doe,Evil Plum,0
John Doe,Fatal Ruby Plan,5
John Doe,Final Desert Outlaw,5
John Doe,Foul Storm,5
John Doe,Imaginary Thinker,5
John Doe,Infinite Red Herbologist,0
John Doe,Island Rocky,0
John Doe,Marine's Scream,5
John Doe,Orange Lantern,3
John Doe,Plum Blend,4
John Doe,Purple Mansion,4
John Doe,Random Thief's Spring,2
John Doe,Sexual Shake,0
John Doe,Tart Dutchy,2
John Doe,Trader's Kingdom,3
John Doe,Banana Lemon Shot,4
John Doe,Bartender's Autumn,5
John Doe,Coconut Lime Past,2
John Doe,Devilish Insane Snare,4
John Doe,Devilish Murder Order,3
John Doe,Elemental Passionate Moonset,1
John Doe,Final Strength Cocktail,1
John Doe,Foul Twisted Candle,3
John Doe,Godlike Chocolate Moonset,1
John Doe,Godlike Cut Wonder,3
John Doe,Hazelnut Carmel Blend,1
John Doe,Infamous Modest Shot,0
John Doe,Infinite Coral Trap,3
John Doe,Insane Dire Knight,5
John Doe,Insane Hack Spring,1
John Doe,Legendary Tea Shandy,3
John Doe,Nectarine Codex,3
John Doe,Positive Bodyguard's Castle,0
John Doe,Rotten Fall,2
John Doe,Thin Wand,0
John Doe,Amazing Desert Shandy,0
John Doe,Angelic Deep Anvil,2
John Doe,Cocoa Lemon Cocktail,4
John Doe,Demonic Fortune-teller's Oblivion,2
John Doe,Dishonorable Mix,4
John Doe,Far Sailor,5
John Doe,Furious Far,5
John Doe,Furious Tea,5
John Doe,Hazelnut Grape Stab,3
John Doe,High Plum Trap,3
John Doe,Indefinite King's Whip,4
John Doe,Indefinite Ocean Mercenary,3
John Doe,Infinite River Past,3
John Doe,Magic Bow,4
John Doe,Mental Northern,2
John Doe,Negative Doomed Dirt,4
John Doe,Pit Shandy,0
John Doe,Southern Club,3
John Doe,Special Joy,5
John Doe,Vanilla Bow,0
John Doe,Amazing Sapphire Rain,5
John Doe,Amazing Vanilla Walnut,5
John Doe,Ancient Mead Potion,3
John Doe,Angry Brew,5
John Doe,Architect's Book,4
John Doe,Demonic Ecstatic Brew,4
John Doe,Dirt Element,3
John Doe,Hateful Twister,5
John Doe,Island Shaman,3
John Doe,Kiwi Halbierd,3
John Doe,Moonrise Flute,1
John Doe,Peanut Hazelnut Cocktail,1
John Doe,Plum Dread,0
John Doe,Prince's Honor,4
John Doe,Random Spring Scribe,1
John Doe,Redemption Tea,4
John Doe,Spinning Law,0
John Doe,Tasty Dagger,1
John Doe,Vanilla Tart Sword,1
John Doe,Angel's Voice,5
John Doe,Angelic Ochre Rogue,5
John Doe,Blessed Compassionate Thunder,2
John Doe,Blessed Sour Shake,1
John Doe,Deep Club,4
John Doe,Disgusting Squirt,1
John Doe,Doomed Martini,5
John Doe,Exorcist's Autumn,2
John Doe,Foul Dreamer's Fear,3
John Doe,Holy Forest Politician,3
John Doe,Holy Thunder Armageddon,4
John Doe,Holy Tundra Cordial,1
John Doe,Infamous Chocolate Greatness,2
John Doe,Infamous War Law,1
John Doe,Island Harlot,4
John Doe,Legendary Letcherous Blast,0
John Doe,Low Arctic Abyss,1
John Doe,Modest Diamond Armorer,4
John Doe,Obvious Insane Scream,0
John Doe,Peach Elixir,3
John Doe,Peppermint Insanity,4
John Doe,Absolute Cultivated Grave robber,3
John Doe,Amazing Annihilation Creation,2
John Doe,Amazing Far Queen,3
John Doe,Amazing Jade Strength,1
John Doe,Ancient Herbologist's Lunacy,3
John Doe,Berry Shandy,0
John Doe,Blessed Fat Rogue,1
John Doe,Coconut Chocolate Slap,2
John Doe,Deathly Cocoa,2
John Doe,Godlike Bodyguard's Moonrise,5
John Doe,Grape Peanut Autumn,0
John Doe,Holy Garnet Pit,5
John Doe,Insane Cognac Twister,0
John Doe,Jade Rain,5
John Doe,Letcherous Altar,2
John Doe,Low Rotten War,2
John Doe,Mint Grape Destiny,0
John Doe,Raspberry Flute,2
John Doe,Thin Assassin,5
John Doe,Wonderful War Greatness,2
John Doe,Absolute Milk Tea,4
John Doe,Ancient Bloody Fortune-teller,3
John Doe,Blessed Decadent Tea,2
John Doe,Fatal Lemon Gate,2
John Doe,Fatal Liquour Cocoa,4
John Doe,Final Chocolate Trousers,4
John Doe,Foul Codex,3
John Doe,Godlike Joy Martini,4
John Doe,Hazelnut Imagining,5
John Doe,Insane Beastmaster,1
John Doe,Island Smuggler,2
John Doe,Kingdom Punch,5
John Doe,Liquour Float,1
John Doe,Nectarine Brew,3
John Doe,Peppermint Apple Margarita,2
John Doe,Positive Carmel Smut,2
John Doe,Sour Lightning,4
John Doe,Thief's Chaos,0
John Doe,Ultimate Crazy Margarita,4
John Doe,Wonderful Twisting Ecstacy,0
John Doe,Absolute Mystic Lantern,3
John Doe,Beer Tea,0
John Doe,Broad Berry,0
John Doe,Cartographer's Sunset,3
John Doe,Devilish Lemon Voice,0
John Doe,Final Clever Shake,1
John Doe,Final Courageous Orange,0
John Doe,Furious Martini,1
John Doe,Harlot's Planet,1
John Doe,Honorable Spring,3
John Doe,Indefinite Sailor's Blast,1
John Doe,Infamous Barbarian's Light,3
John Doe,Infinite Sunrise Creation,5
John Doe,Lime Mint Elixir,2
John Doe,Low Peppermint Voice,4
John Doe,Low Raging Decadent,5
John Doe,Obvious Deep Conjurer,0
John Doe,Spring Bodyguard,2
John Doe,Storm Brew,3
John Doe,Tea Peanut Cocoa,3
John Doe,Absolute Alabaster Nectarine,2
John Doe,Almond Sword,1
John Doe,Blessed Arctic Slice,1
John Doe,Buster Lightning,0
John Doe,Elemental Mystic Grave robber,4
John Doe,Foul Sour Breath,1
John Doe,Godlike Draught,5
John Doe,Infamous Modest Seer,2
John Doe,Lime Peach Breaker,3
John Doe,Melon Strength,4
John Doe,Peach Plum Blend,0
John Doe,Positive Brown Plot,5
John Doe,Positive Lunacy Shandy,1
John Doe,Random Bandit's Creation,3
John Doe,Random Liquer Margarita,4
John Doe,Regal Smuggler,2
John Doe,Slice Creation,0
John Doe,Vanilla Armageddon,0
John Doe,Walnut Tea Coral,2
John Doe,Winter Cocktail,4
Jane Smith,Blueberry Vanilla Raspberry,1
Jane Smith,Champion's Hack,5
Jane Smith,Compassionate Rain,0
Jane Smith,Devilish Brandy Margarita,3
Jane Smith,Drunken Blend,5
Jane Smith,Drunken Gladness,4
Jane Smith,Fall Musician,1
Jane Smith,High Storm,1
Jane Smith,Holy Sadness Tea,2
Jane Smith,Infinite Witty Mix,0
Jane Smith,Legendary Coconut Peanut,1
Jane Smith,Legendary Ochre Bow,1
Jane Smith,Lemon Twister,0
Jane Smith,Modest Sexual Priest,0
Jane Smith,Philosopher's Halbierd,5
Jane Smith,Positive Gigolo's Creation,3
Jane Smith,Raging Dancer,1
Jane Smith,Raspberry Brew,0
Jane Smith,Vanilla Tart Autumn,0
Jane Smith,Vengeance Shake,0
Jane Smith,Apple Smut,5
Jane Smith,Astounding Magical Passion,2
Jane Smith,Astounding Whore's Ecstacy,5
Jane Smith,Blessed Sweet Jape,5
Jane Smith,Dutchy Cocktail,2
Jane Smith,Evil Plum,3
Jane Smith,Fatal Ruby Plan,4
Jane Smith,Final Desert Outlaw,3
Jane Smith,Foul Storm,3
Jane Smith,Imaginary Thinker,2
Jane Smith,Infinite Red Herbologist,2
Jane Smith,Island Rocky,5
Jane Smith,Marine's Scream,5
Jane Smith,Orange Lantern,0
Jane Smith,Plum Blend,4
Jane Smith,Purple Mansion,2
Jane Smith,Random Thief's Spring,0
Jane Smith,Sexual Shake,2
Jane Smith,Tart Dutchy,5
Jane Smith,Trader's Kingdom,5
Jane Smith,Banana Lemon Shot,5
Jane Smith,Bartender's Autumn,1
Jane Smith,Coconut Lime Past,4
Jane Smith,Devilish Insane Snare,0
Jane Smith,Devilish Murder Order,3
Jane Smith,Elemental Passionate Moonset,1
Jane Smith,Final Strength Cocktail,0
Jane Smith,Foul Twisted Candle,5
Jane Smith,Godlike Chocolate Moonset,1
Jane Smith,Godlike Cut Wonder,5
Jane Smith,Hazelnut Carmel Blend,0
Jane Smith,Infamous Modest Shot,0
Jane Smith,Infinite Coral Trap,5
Jane Smith,Insane Dire Knight,2
Jane Smith,Insane Hack Spring,1
Jane Smith,Legendary Tea Shandy,5
Jane Smith,Nectarine Codex,5
Jane Smith,Positive Bodyguard's Castle,2
Jane Smith,Rotten Fall,1
Jane Smith,Thin Wand,0
Jane Smith,Amazing Desert Shandy,4
Jane Smith,Angelic Deep Anvil,3
Jane Smith,Cocoa Lemon Cocktail,0
Jane Smith,Demonic Fortune-teller's Oblivion,1
Jane Smith,Dishonorable Mix,5
Jane Smith,Far Sailor,2
Jane Smith,Furious Far,2
Jane Smith,Furious Tea,2
Jane Smith,Hazelnut Grape Stab,3
Jane Smith,High Plum Trap,1
Jane Smith,Indefinite King's Whip,4
Jane Smith,Indefinite Ocean Mercenary,3
Jane Smith,Infinite River Past,0
Jane Smith,Magic Bow,5
Jane Smith,Mental Northern,5
Jane Smith,Negative Doomed Dirt,3
Jane Smith,Pit Shandy,5
Jane Smith,Southern Club,1
Jane Smith,Special Joy,3
Jane Smith,Vanilla Bow,3
Jane Smith,Amazing Sapphire Rain,3
Jane Smith,Amazing Vanilla Walnut,2
Jane Smith,Ancient Mead Potion,2
Jane Smith,Angry Brew,0
Jane Smith,Architect's Book,1
Jane Smith,Demonic Ecstatic Brew,3
Jane Smith,Dirt Element,5
Jane Smith,Hateful Twister,0
Jane Smith,Island Shaman,5
Jane Smith,Kiwi Halbierd,4
Jane Smith,Moonrise Flute,0
Jane Smith,Peanut Hazelnut Cocktail,3
Jane Smith,Plum Dread,0
Jane Smith,Prince's Honor,3
Jane Smith,Random Spring Scribe,1
Jane Smith,Redemption Tea,4
Jane Smith,Spinning Law,3
Jane Smith,Tasty Dagger,5
Jane Smith,Vanilla Tart Sword,2
Jane Smith,Angel's Voice,0
Jane Smith,Angelic Ochre Rogue,0
Jane Smith,Blessed Compassionate Thunder,2
Jane Smith,Blessed Sour Shake,1
Jane Smith,Deep Club,0
Jane Smith,Disgusting Squirt,2
Jane Smith,Doomed Martini,0
Jane Smith,Exorcist's Autumn,5
Jane Smith,Foul Dreamer's Fear,2
Jane Smith,Holy Forest Politician,1
Jane Smith,Holy Thunder Armageddon,2
Jane Smith,Holy Tundra Cordial,2
Jane Smith,Infamous Chocolate Greatness,2
Jane Smith,Infamous War Law,5
Jane Smith,Island Harlot,1
Jane Smith,Legendary Letcherous Blast,3
Jane Smith,Low Arctic Abyss,0
Jane Smith,Modest Diamond Armorer,0
Jane Smith,Obvious Insane Scream,0
Jane Smith,Peach Elixir,2
Jane Smith,Peppermint Insanity,4
Jane Smith,Absolute Cultivated Grave robber,2
Jane Smith,Amazing Annihilation Creation,5
Jane Smith,Amazing Far Queen,4
Jane Smith,Amazing Jade Strength,3
Jane Smith,Ancient Herbologist's Lunacy,0
Jane Smith,Berry Shandy,0
Jane Smith,Blessed Fat Rogue,5
Jane Smith,Coconut Chocolate Slap,3
Jane Smith,Deathly Cocoa,1
Jane Smith,Godlike Bodyguard's Moonrise,3
Jane Smith,Grape Peanut Autumn,3
Jane Smith,Holy Garnet Pit,2
Jane Smith,Insane Cognac Twister,0
Jane Smith,Jade Rain,4
Jane Smith,Letcherous Altar,4
Jane Smith,Low Rotten War,5
Jane Smith,Mint Grape Destiny,3
Jane Smith,Raspberry Flute,0
Jane Smith,Thin Assassin,1
Jane Smith,Wonderful War Greatness,3
Jane Smith,Absolute Milk Tea,0
Jane Smith,Ancient Bloody Fortune-teller,4
Jane Smith,Blessed Decadent Tea,3
Jane Smith,Fatal Lemon Gate,2
Jane Smith,Fatal Liquour Cocoa,1
Jane Smith,Final Chocolate Trousers,4
Jane Smith,Foul Codex,1
Jane Smith,Godlike Joy Martini,3
Jane Smith,Hazelnut Imagining,3
Jane Smith,Insane Beastmaster,5
Jane Smith,Island Smuggler,3
Jane Smith,Kingdom Punch,4
Jane Smith,Liquour Float,0
Jane Smith,Nectarine Brew,5
Jane Smith,Peppermint Apple Margarita,4
Jane Smith,Positive Carmel Smut,5
Jane Smith,Sour Lightning,0
Jane Smith,Thief's Chaos,5
Jane Smith,Ultimate Crazy Margarita,1
Jane Smith,Wonderful Twisting Ecstacy,2
Jane Smith,Absolute Mystic Lantern,1
Jane Smith,Beer Tea,5
Jane Smith,Broad Berry,0
Jane Smith,Cartographer's Sunset,4
Jane Smith,Devilish Lemon Voice,2
Jane Smith,Final Clever Shake,0
Jane Smith,Final Courageous Orange,5
Jane Smith,Furious Martini,4
Jane Smith,Harlot's Planet,0
Jane Smith,Honorable Spring,2
Jane Smith,Indefinite Sailor's Blast,0
Jane Smith,Infamous Barbarian's Light,2
Jane Smith,Infinite Sunrise Creation,0
Jane Smith,Lime Mint Elixir,4
Jane Smith,Low Peppermint Voice,1
Jane Smith,Low Raging Decadent,3
Jane Smith,Obvious Deep Conjurer,3
Jane Smith,Spring Bodyguard,0
Jane Smith,Storm Brew,3
Jane Smith,Tea Peanut Cocoa,0
Jane Smith,Absolute Alabaster Nectarine,1
Jane Smith,Almond Sword,2
Jane Smith,Blessed Arctic Slice,0
Jane Smith,Buster Lightning,2
Jane Smith,Elemental Mystic Grave robber,5
Jane Smith,Foul Sour Breath,2
Jane Smith,Godlike Draught,4
Jane Smith,Infamous Modest Seer,5
Jane Smith,Lime Peach Breaker,4
Jane Smith,Melon Strength,1
Jane Smith,Peach Plum Blend,0
Jane Smith,Positive Brown Plot,4
Jane Smith,Positive Lunacy Shandy,4
Jane Smith,Random Bandit's Creation,2
Jane Smith,Random Liquer Margarita,0
Jane Smith,Regal Smuggler,1
Jane Smith,Slice Creation,0
Jane Smith,Vanilla Armageddon,1
Jane Smith,Walnut Tea Coral,5
Jane Smith,Winter Cocktail,1
Joe Shmo,Blueberry Vanilla Raspberry,5
Joe Shmo,Champion's Hack,3
Joe Shmo,Compassionate Rain,5
Joe Shmo,Devilish Brandy Margarita,4
Joe Shmo,Drunken Blend,1
Joe Shmo,Drunken Gladness,0
Joe Shmo,Fall Musician,2
Joe Shmo,High Storm,0
Joe Shmo,Holy Sadness Tea,1
Joe Shmo,Infinite Witty Mix,3
